date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:01:14	21333/21333	---M--	200	added ('OK')	image/jpeg	etag:%22f892de1df1664c10c1eef046e6d98d88%22	https://assets.website-files.com/5f230a7abb143aa545bf6398/5f6cc242b59043202bd65a04_no-jun-park.jpg	C:/My%20Web%20Sites/web/assets.website-files.com/5f230a7abb143aa545bf6398/5f6cc242b59043202bd65a04_no-jun-park.jpg	(from https://www.partnerstack.com/company)
19:01:15	35583/35583	---M--	200	added ('OK')	image/png	etag:%22560d3641c34e9f61b187b5f9cb1a5a29%22	https://assets.website-files.com/5f230a7abb143aa545bf6398/5f734f7dbd953817c9dfa14a_nikita-zhitkevich.png	C:/My%20Web%20Sites/web/assets.website-files.com/5f230a7abb143aa545bf6398/5f734f7dbd953817c9dfa14a_nikita-zhitkevich.png	(from https://www.partnerstack.com/company)
19:01:15	21590/21590	---M--	200	added ('OK')	image/jpeg	etag:%225dd430abf4d399f09dfe247c4d4fe68e%22	https://assets.website-files.com/5f230a7abb143aa545bf6398/5f6cbe967133e55d526f2d52_daniel-lister.jpg	C:/My%20Web%20Sites/web/assets.website-files.com/5f230a7abb143aa545bf6398/5f6cbe967133e55d526f2d52_daniel-lister.jpg	(from https://www.partnerstack.com/company)
19:01:15	43169/43169	---M--	200	added ('OK')	image/png	etag:%22a368eac8c0e8181f99dc3f81a1f8aa78%22	https://assets.website-files.com/5f230a7abb143aa545bf6398/5f760b6666ccaf1895b68d22_rohini-widener.png	C:/My%20Web%20Sites/web/assets.website-files.com/5f230a7abb143aa545bf6398/5f760b6666ccaf1895b68d22_rohini-widener.png	(from https://www.partnerstack.com/company)
19:01:15	23706/23706	---M--	200	added ('OK')	image/jpeg	etag:%2274c43497534d05d63163f4f5351115ec%22	https://assets.website-files.com/5f230a7abb143aa545bf6398/5f6cbebe329ec5d6bed19a92_daryll-yearwood.jpg	C:/My%20Web%20Sites/web/assets.website-files.com/5f230a7abb143aa545bf6398/5f6cbebe329ec5d6bed19a92_daryll-yearwood.jpg	(from https://www.partnerstack.com/company)
19:01:15	48811/48811	---M--	200	added ('OK')	image/png	etag:%2238e8678420dffab8dea0db86e6eccbb7%22	https://assets.website-files.com/5f230a7abb143aa545bf6398/5f73721a3a8f6257fc81be9a_bronwen-weiderick.png	C:/My%20Web%20Sites/web/assets.website-files.com/5f230a7abb143aa545bf6398/5f73721a3a8f6257fc81be9a_bronwen-weiderick.png	(from https://www.partnerstack.com/company)
19:01:16	35440/35440	---M--	200	added ('OK')	image/png	etag:%228d92e238f40f98a7602d56889e84c17c%22	https://assets.website-files.com/5f230a7abb143aa545bf6398/5f737d2fb8430420989c567c_geoffery-seeman.png	C:/My%20Web%20Sites/web/assets.website-files.com/5f230a7abb143aa545bf6398/5f737d2fb8430420989c567c_geoffery-seeman.png	(from https://www.partnerstack.com/company)
19:01:16	23068/23068	---M--	200	added ('OK')	image/jpeg	etag:%2213180e26d0d99b95703b9db76d36ef58%22	https://assets.website-files.com/5f230a7abb143aa545bf6398/5f6cc022fc330c24e5554f23_kris-visceral.jpg	C:/My%20Web%20Sites/web/assets.website-files.com/5f230a7abb143aa545bf6398/5f6cc022fc330c24e5554f23_kris-visceral.jpg	(from https://www.partnerstack.com/company)
19:01:16	24247/24247	---M--	200	added ('OK')	image/jpeg	etag:%22eb1568d7d4011ff0711e22c3e80b77a3%22	https://assets.website-files.com/5f230a7abb143aa545bf6398/5f6cbe64066950b25a533a1c_brendan-mcdonald.jpg	C:/My%20Web%20Sites/web/assets.website-files.com/5f230a7abb143aa545bf6398/5f6cbe64066950b25a533a1c_brendan-mcdonald.jpg	(from https://www.partnerstack.com/company)
19:01:16	17250/17250	---M--	200	added ('OK')	image/jpeg	etag:%2232c47969e77a32d2e2c04da3c5771d68%22	https://assets.website-files.com/5f230a7abb143aa545bf6398/5f6cbf6126c709d5c385664a_faisal-usmani.jpg	C:/My%20Web%20Sites/web/assets.website-files.com/5f230a7abb143aa545bf6398/5f6cbf6126c709d5c385664a_faisal-usmani.jpg	(from https://www.partnerstack.com/company)
